congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
113,House,29903,71,32,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.446,-0.239,-104.30066,0.89914,981,50,1
113,House,29905,71,31,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-81.82418,0.886,674,35,
113,House,13035,13,13,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-127.33971,0.86,845,43,
113,House,15444,13,25,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,,-0.465,-0.109,-154.5727,0.84687,930,79,1
113,House,15603,13,16,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.407,-0.082,-123.97272,0.88174,985,52,1
113,House,15612,13,17,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,,-0.388,-0.161,-127.37344,0.88195,1014,55,1
113,House,20129,13,3,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-157.31762,0.855,1006,85,
113,House,20338,13,1,NY,100,0,1,"BISHOP, Timothy H.",B001242,1950,,-0.338,-0.05,-167.87917,0.848,1017,87,
113,House,20519,13,26,NY,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.343,-0.032,-118.44684,0.88549,974,45,1
113,House,20733,13,9,NY,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.605,-0.223,-108.54807,0.89535,982,60,1
113,House,20934,13,20,NY,100,0,1,"TONKO, Paul",T000469,1949,,-0.423,-0.266,-111.62379,0.89624,1019,36,1
113,House,20935,13,24,NY,100,0,1,"MAFFEI, Daniel B.",M001171,1968,,-0.19,-0.062,-379.379,0.689,1017,195,
113,House,20957,13,21,NY,100,0,1,"OWENS, William",O000169,1949,,-0.182,0.409,-329.16526,0.714,976,142,
113,House,21101,13,23,NY,200,0,1,"REED, Thomas W. II",R000585,1971,,0.298,0.082,-177.86691,0.83433,982,84,1
113,House,21154,13,11,NY,200,0,1,"GRIMM, Michael G.",G000569,1970,,0.219,0.136,-188.92828,0.821,956,71,
113,House,21156,13,19,NY,200,0,1,"GIBSON, Christopher",G000564,1964,,0.203,-0.455,-422.41261,0.658,1011,225,
113,House,21157,13,22,NY,200,0,1,"HANNA, Richard",H001051,1951,,0.215,-0.145,-239.02447,0.777,947,109,
113,House,21342,13,6,NY,100,0,1,"MENG, Grace",M001188,1975,,-0.384,-0.138,-122.32223,0.88266,980,51,1
113,House,21343,13,8,NY,100,0,1,"JEFFRIES, Hakeem",J000294,1970,,-0.483,-0.084,-109.60389,0.8957,995,57,1
113,House,21344,13,18,NY,100,0,1,"MALONEY, Sean Patrick",M001185,1966,,-0.228,0.088,-251.6946,0.78019,1014,129,1
113,House,21345,13,27,NY,200,0,1,"COLLINS, Chris",C001092,1950,,0.365,0.232,-108.61156,0.89688,998,49,1
113,House,29134,13,15,NY,100,0,1,"SERRANO, José E.",S000248,1943,,-0.489,-0.394,-81.52586,0.92171,1000,28,1
113,House,29375,13,2,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.26,-0.031,-192.85549,0.82555,1006,77,1
113,House,29377,13,10,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.51,-0.503,-83.22629,0.91976,995,30,1
113,House,29378,13,7,NY,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.545,-0.356,-108.71037,0.8946,976,56,1
113,House,29379,13,12,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.385,-0.286,-126.76706,0.87901,983,64,1
113,House,29744,13,4,NY,100,0,1,"McCARTHY, Carolyn",M000309,1944,,-0.294,-0.04,-72.89409,0.841,420,27,
113,House,29776,13,5,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.418,-0.079,-127.85259,0.87555,962,54,1
113,House,29925,13,14,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.407,-0.073,-125.96676,0.88086,993,69,1
